Rank,Title,Artist(s),Artists Separately
82,"""U.N.I.T.Y.""",Queen Latifah,Queen Latifah
83,"""Prayer for the Dying""",Seal,Seal
84,"""Secret""",Madonna,
85,"""Here Comes the Hotstepper""",Ini Kamoze,Ini Kamoze
86,"""Everyday""",Phil Collins,Phil Collins
87,"""Don't Take the Girl""",Tim McGraw,Tim McGraw
88,"""Got Me Waiting""",Heavy D & the Boyz,Heavy D & the Boyz
89,"""December, 1963 (Oh, What a Night) (DJ Ben Liebrand Remix)""",The Four Seasons,The Four Seasons
90,"""Indian Outlaw""",Tim McGraw,
91,"""Always""",Bon Jovi,Bon Jovi
92,"""I'm the Only One""",Melissa Etheridge,
93,"""Back in the Day""",Ahmad,Ahmad
94,"""Love Sneakin' Up On You""",Bonnie Raitt,Bonnie Raitt
95,"""I'll Take You There""",General Public,General Public
96,"""Always in My Heart""",Tevin Campbell,
97,"""What Is Love""",Haddaway,Haddaway
98,"""And Our Feelings""",Babyface,
99,"""Bop Gun (One Nation)""",Ice Cube featuring George Clinton,Ice Cube;George Clinton
100,"""I Wanna Be Down""",Brandy,Brandy
