Rank,Title,Artist(s),Artists Separately
31,"""G.H.E.T.T.O.U.T.""",Changing Faces,Changing Faces
32,"""Honey""",Mariah Carey,Mariah Carey
33,"""I Believe in You and Me""",Whitney Houston,Whitney Houston
34,"""Da' Dip""",Freak Nasty,Freak Nasty
35,"""2 Become 1""",Spice Girls,Spice Girls
36,"""All for You""",Sister Hazel,Sister Hazel
37,"""Cupid""",112,112
38,"""Where Have All the Cowboys Gone?""",Paula Cole,Paula Cole
39,"""Sunny Came Home""",Shawn Colvin,Shawn Colvin
40,"""It's Your Love""",Tim McGraw with Faith Hill,Tim McGraw;Faith Hill
41,"""Ooh Aah... Just a Little Bit""",Gina G,Gina G
42,"""Mouth""",Merril Bainbridge,Merril Bainbridge
43,"""All Cried Out""",Allure featuring 112,Allure;112
44,"""I'm Still in Love with You""",New Edition,New Edition
45,"""Invisible Man""",98 Degrees,98 Degrees
46,"""Not Tonight""","Lil' Kim featuring Da Brat, Left Eye, Missy Elliott and Angie Martinez",Lil' Kim;Da Brat;Left Eye;Missy Elliott;Angie Martinez
47,"""Look into My Eyes""",Bone Thugs-n-Harmony,Bone Thugs-n-Harmony
48,"""Get It Together""",702,702
49,"""All by Myself""",Celine Dion,Celine Dion
50,"""It's All Coming Back to Me Now""",Celine Dion,Celine Dion
51,"""My Love Is the Shhh!""",Somethin' for the People featuring Trina & Tamara,Somethin' for the People;Trina & Tamara
52,"""Where Do You Go""",No Mercy,No Mercy
53,"""I Finally Found Someone""",Barbra Streisand and Bryan Adams,Barbra Streisand;Bryan Adams
54,"""I'll Be""",Foxy Brown featuring Jay-Z,Foxy Brown;Jay-Z
55,"""If It Makes You Happy""",Sheryl Crow,Sheryl Crow
56,"""Never Make a Promise""",Dru Hill,Dru Hill
57,"""When You Love a Woman""",Journey,Journey
58,"""Up Jumps da Boogie""",Magoo and Timbaland,Magoo and Timbaland
59,"""I Don't Want To"" / ""I Love Me Some Him""",Toni Braxton,Toni Braxton
60,"""Everyday Is a Winding Road""",Sheryl Crow,Sheryl Crow
61,"""Cold Rock a Party""",MC Lyte,MC Lyte
62,"""Pony""",Ginuwine,Ginuwine
63,"""Building a Mystery""",Sarah McLachlan,Sarah McLachlan
64,"""I Love You Always Forever""",Donna Lewis,Donna Lewis
65,"""Your Woman""",White Town,White Town
66,"""C U When U Get There""",Coolio featuring 40 Thevz,Coolio
67,"""Change the World""",Eric Clapton,Eric Clapton
68,"""My Baby Daddy""",B-Rock and the Bizz,B-Rock and the Bizz
69,"""Tubthumping""",Chumbawamba,Chumbawamba
70,"""Gotham City""",R. Kelly,R. Kelly
71,"""Last Night""",Az Yet,Az Yet
72,"""ESPN Presents The Jock Jam""",Various Artists,
73,"""Big Daddy""",Heavy D,Heavy D
74,"""What About Us""",Total,Total
75,"""Smile""",Scarface featuring 2Pac and Johnny P.,Scarface;2Pac
76,"""What's on Tonight""",Montell Jordan,Montell Jordan
77,"""Secret Garden""",Bruce Springsteen,Bruce Springsteen
78,"""The One I Gave My Heart To""",Aaliyah,Aaliyah
79,"""Fly Like an Eagle""",Seal,Seal
80,"""No Time""",Lil' Kim featuring Puff Daddy,Lil' Kim;Puff Daddy
81,"""Naked Eye""",Luscious Jackson,Luscious Jackson
82,"""Macarena (Bayside Boys Mix)""",Los del Río,Los del Río
83,"""On & On""",Erykah Badu,Erykah Badu
84,"""Don't Wanna Be a Player""",Joe,Joe
85,"""I Shot the Sheriff""",Warren G,Warren G
86,"""You Should Be Mine (Don't Waste Your Time)""",Brian McKnight featuring Mase,Brian McKnight;Mase
87,"""Don't Cry for Me Argentina""",Madonna,Madonna
88,"""Someone""",SWV featuring Puff Daddy,SWV;Puff Daddy
89,"""Go the Distance""",Michael Bolton,Michael Bolton
90,"""One More Time""",Real McCoy,Real McCoy
91,"""Butta Love""",Next,Next
92,"""Coco Jamboo""",Mr. President,Mr. President
93,"""Twisted""",Keith Sweat,Keith Sweat
94,"""Barbie Girl""",Aqua,Aqua
95,"""When You're Gone"" / ""Free to Decide""",The Cranberries,The Cranberries
96,"""Let Me Clear My Throat""",DJ Kool,DJ Kool
97,"""I Like It""",The Blackout All-Stars,The Blackout All-Stars
98,"""You're Makin' Me High"" / ""Let It Flow""",Toni Braxton,Toni Braxton
99,"""You Must Love Me""",Madonna,Madonna
100,"""Let It Go""",Ray J,Ray J
