Rank,Title,Artist(s),Artists Separately
77,"""Cry Baby""",Megan Thee Stallion featuring DaBaby,Megan Thee Stallion;DaBaby
78,"""All I Want for Christmas Is You""",Mariah Carey,Mariah Carey
79,"""No More Parties""",Coi Leray featuring Lil Durk,Coi Leray;Lil Durk
80,"""What's Your Country Song""",Thomas Rhett,Thomas Rhett
81,"""One Too Many""",Keith Urban and Pink,Keith Urban;Pink
82,"""Arcade""",Duncan Laurence,Duncan Laurence
83,"""Yonaguni""",Bad Bunny,Bad Bunny
84,"""Good Time""",Niko Moon,Niko Moon
85,"""If I Didn't Love You""",Jason Aldean and Carrie Underwood,Jason Aldean;Carrie Underwood
86,"""Knife Talk""",Drake featuring 21 Savage and Project Pat,Drake;21 Savage;Project Pat
87,"""POV""",Ariana Grande,Ariana Grande
88,"""Just the Way""",Parmalee and Blanco Brown,Parmalee;Blanco Brown
89,"""Take My Breath""",The Weeknd,The Weeknd
90,"""We're Good""",Dua Lipa,Dua Lipa
91,"""Hell of a View""",Eric Church,Eric Church
92,"""Rockin' Around the Christmas Tree""",Brenda Lee,Brenda Lee
93,"""Put Your Records On""",Ritt Momney,Ritt Momney
94,"""Happier Than Ever""",Billie Eilish,Billie Eilish
95,"""Single Saturday Night""",Cole Swindell,Cole Swindell
96,"""Things a Man Oughta Know""",Lainey Wilson,Lainey Wilson
97,"""Throat Baby (Go Baby)""",BRS Kash,BRS Kash
98,"""Tombstone""",Rod Wave,Rod Wave
99,"""Drinkin' Beer. Talkin' God. Amen.""",Chase Rice featuring Florida Georgia Line,Chase Rice;Florida Georgia Line
100,"""Todo de Ti""",Rauw Alejandro,Rauw Alejandro
