Rank,Title,Artist(s),Artists Separately
1,"""Bette Davis Eyes""",Kim Carnes,Kim Carnes
2,"""Endless Love""",Diana Ross & Lionel Richie,Diana Ross;Lionel Richie
3,"""Lady""",Kenny Rogers,Kenny Rogers
4,"""(Just Like) Starting Over""",John Lennon,John Lennon
5,"""Jessie's Girl""",Rick Springfield,Rick Springfield
6,"""Celebration""",Kool & the Gang,Kool & the Gang
7,"""Kiss on My List""",Hall & Oates,Hall & Oates
8,"""I Love a Rainy Night""",Eddie Rabbitt,Eddie Rabbitt
9,"""9 To 5""",Dolly Parton,Dolly Parton
10,"""Keep on Loving You""",REO Speedwagon,REO Speedwagon
11,"""Theme from The Greatest American Hero (Believe It or Not)""",Joey Scarbury,Joey Scarbury
12,"""Morning Train (Nine to Five)""",Sheena Easton,Sheena Easton
13,"""Being with You""",Smokey Robinson,Smokey Robinson
14,"""Queen of Hearts""",Juice Newton,Juice Newton
15,"""Rapture""",Blondie,Blondie
16,"""A Woman Needs Love (Just Like You Do)""",Raydio,Raydio
17,"""The Tide Is High""",Blondie,Blondie
18,"""Just the Two of Us""","Grover Washington, Jr. & Bill Withers","Grover Washington, Jr.;Bill Withers"
19,"""Slow Hand""",The Pointer Sisters,The Pointer Sisters
20,"""I Love You""",Climax Blues Band,Climax Blues Band
21,"""Woman""",John Lennon,John Lennon
22,"""Sukiyaki""",A Taste of Honey,A Taste of Honey
23,"""The Winner Takes It All""",ABBA,ABBA
24,"""Stars on 45 Medley""",Stars on 45,Stars on 45
25,"""Angel of the Morning""",Juice Newton,Juice Newton
26,"""Love on the Rocks""",Neil Diamond,Neil Diamond
27,"""Every Woman in the World""",Air Supply,Air Supply
28,"""The One That You Love""",Air Supply,Air Supply
29,"""Guilty""",Barbra Streisand & Barry Gibb,Barbra Streisand;Barry Gibb
30,"""The Best of Times""",Styx,Styx
31,"""Elvira""",The Oak Ridge Boys,The Oak Ridge Boys
32,"""Take It on the Run""",REO Speedwagon,REO Speedwagon
33,"""(There's) No Gettin' Over Me""",Ronnie Milsap,Ronnie Milsap
34,"""Living Inside Myself""",Gino Vannelli,Gino Vannelli
35,"""Woman in Love""",Barbra Streisand,Barbra Streisand
36,"""The Boy from New York City""",The Manhattan Transfer,The Manhattan Transfer
37,"""Urgent""",Foreigner,Foreigner
38,"""Passion""",Rod Stewart,Rod Stewart
39,"""Lady (You Bring Me Up)""",Commodores,Commodores
40,"""Crying""",Don McLean,Don McLean
41,"""Hearts""",Marty Balin,Marty Balin
42,"""It's My Turn""",Diana Ross,Diana Ross
43,"""You Make My Dreams""",Hall & Oates,Hall & Oates
44,"""I Don't Need You""",Kenny Rogers,Kenny Rogers
45,"""How 'Bout Us""",Champaign,Champaign
46,"""Hit Me with Your Best Shot""",Pat Benatar,Pat Benatar
47,"""The Breakup Song (They Don't Write 'Em)""",The Greg Kihn Band,The Greg Kihn Band
48,"""Time""",The Alan Parsons Project,The Alan Parsons Project
49,"""Hungry Heart""",Bruce Springsteen,Bruce Springsteen
50,"""Sweetheart""",Franke and the Knockouts,Franke and the Knockouts
51,"""Somebody's Knockin'""",Terri Gibbs,Terri Gibbs
52,"""More Than I Can Say""",Leo Sayer,Leo Sayer
53,"""Together""",Tierra,Tierra
54,"""Too Much Time on My Hands""",Styx,Styx
55,"""What Are We Doin' in Love""",Dottie West & Kenny Rogers,Dottie West;Kenny Rogers
56,"""Who's Crying Now""",Journey,Journey
57,"""De Do Do Do, De Da Da Da""",The Police,The Police
58,"""This Little Girl""",Gary U.S. Bonds,Gary U.S. Bonds
59,"""Stop Draggin' My Heart Around""",Stevie Nicks & Tom Petty,Stevie Nicks;Tom Petty
60,"""Giving It Up for Your Love""",Delbert McClinton,Delbert McClinton
61,"""A Little in Love""",Cliff Richard,Cliff Richard
62,"""America""",Neil Diamond,Neil Diamond
63,"""Ain't Even Done with the Night""",John Cougar,John Cougar
64,"""Arthur's Theme (Best That You Can Do)""",Christopher Cross,Christopher Cross
65,"""Another One Bites the Dust""",Queen,Queen
66,"""Games People Play""",The Alan Parsons Project,The Alan Parsons Project
67,"""I Can't Stand It""",Eric Clapton,Eric Clapton
68,"""While You See a Chance""",Steve Winwood,Steve Winwood
69,"""Master Blaster (Jammin')""",Stevie Wonder,Stevie Wonder
70,"""Hello Again""",Neil Diamond,Neil Diamond
71,"""Don't Stand So Close to Me""",The Police,The Police
72,"""Hey Nineteen""",Steely Dan,Steely Dan
73,"""I Ain't Gonna Stand for It""",Stevie Wonder,Stevie Wonder
74,"""All Those Years Ago""",George Harrison,George Harrison
75,"""Step By Step""",Eddie Rabbitt,Eddie Rabbitt
76,"""The Stroke""",Billy Squier,Billy Squier
77,"""Feels So Right""",Alabama,Alabama
78,"""Sweet Baby""",Stanley Clarke & George Duke,Stanley Clarke;George Duke
79,"""Same Old Lang Syne""",Dan Fogelberg,Dan Fogelberg
80,"""Cool Love""",Pablo Cruise,Pablo Cruise
81,"""Hold On Tight""",Electric Light Orchestra,Electric Light Orchestra
82,"""It's Now or Never""",John Schneider,John Schneider
83,"""Treat Me Right""",Pat Benatar,Pat Benatar
84,"""Winning""",Santana,Santana
85,"""What Kind of Fool""",Barbra Streisand & Barry Gibb,Barbra Streisand;Barry Gibb
86,"""Watching the Wheels""",John Lennon,John Lennon
87,"""Tell It Like It Is""",Heart,Heart
88,"""Smoky Mountain Rain""",Ronnie Milsap,Ronnie Milsap
89,"""I Made It Through the Rain""",Barry Manilow,Barry Manilow
90,"""You've Lost That Lovin' Feelin'""",Hall & Oates,Hall & Oates
91,"""Suddenly""",Olivia Newton-John & Cliff Richard,Olivia Newton-John;Cliff Richard
92,"""For Your Eyes Only""",Sheena Easton,Sheena Easton
93,"""The Beach Boys Medley""",The Beach Boys,The Beach Boys
94,"""Whip It""",Devo,Devo
95,"""Modern Girl""",Sheena Easton,Sheena Easton
96,"""Really Wanna Know You""",Gary Wright,Gary Wright
97,"""Seven Year Ache""",Rosanne Cash,Rosanne Cash
98,"""I'm Coming Out""",Diana Ross,Diana Ross
99,"""Miss Sun""",Boz Scaggs,Boz Scaggs
100,"""Time Is Time""",Andy Gibb,Andy Gibb
