Rank,Title,Artist(s),Artists Separately
40,"""Then You Can Tell Me Goodbye""",The Casinos,The Casinos
41,"""Reflections""",The Supremes,The Supremes
42,"""On a Carousel""",The Hollies,The Hollies
43,"""Please Love Me Forever""",Bobby Vinton,Bobby Vinton
44,"""Alfie""",Dionne Warwick,Dionne Warwick
45,"""Silence Is Golden""",The Tremeloes,The Tremeloes
46,"""My Cup Runneth Over""",Ed Ames,Ed Ames
47,"""Up, Up and Away""",The 5th Dimension,The 5th Dimension
48,"""San Francisco (Be Sure to Wear Flowers in Your Hair)""",Scott McKenzie,Scott McKenzie
49,"""The Rain, The Park & Other Things""",The Cowsills,The Cowsills
50,"""There's a Kind of Hush""",Herman's Hermits,Herman's Hermits
51,"""Mercy, Mercy, Mercy""",The Buckinghams,The Buckinghams
52,"""This Is My Song""",Petula Clark,Petula Clark
53,"""(Your Love Keeps Lifting Me) Higher and Higher""",Jackie Wilson,Jackie Wilson
54,"""I've Been Lonely Too Long""",The Young Rascals,The Young Rascals
55,"""Penny Lane""",The Beatles,The Beatles
56,"""You're My Everything""",The Temptations,The Temptations
57,"""Georgy Girl""",The Seekers,The Seekers
58,"""Western Union""",Five Americans,Five Americans
59,"""Baby I Love You""",Aretha Franklin,Aretha Franklin
60,"""A Little Bit Me, a Little Bit You""",The Monkees,The Monkees
61,"""California Nights""",Lesley Gore,Lesley Gore
62,"""Dedicated to the One I Love""",The Mamas & the Papas,The Mamas & the Papas
63,"""How Can I Be Sure""",The Young Rascals,The Young Rascals
64,"""Carrie Anne""",The Hollies,The Hollies
65,"""(We Ain't Got) Nothin' Yet""",Blues Magoos,Blues Magoos
66,"""Friday on My Mind""",The Easybeats,The Easybeats
67,"""Soul Finger""",The Bar-Kays,The Bar-Kays
68,"""Gimme Some Lovin'""",The Spencer Davis Group,The Spencer Davis Group
69,"""Let It Out (Let It All Hang Out)""",The Hombres,The Hombres
70,"""Let's Live for Today""",The Grass Roots,The Grass Roots
71,"""Close Your Eyes""",Peaches & Herb,Peaches & Herb
72,"""Groovin'""",Booker T & the M.G.s,Booker T & the M.G.s
73,"""Funky Broadway""",Wilson Pickett,Wilson Pickett
74,"""Pleasant Valley Sunday""",The Monkees,The Monkees
75,"""I Never Loved a Man (The Way I Love You)""",Aretha Franklin,Aretha Franklin
76,"""Tell It Like It Is""",Aaron Neville,Aaron Neville
77,"""Cold Sweat""",James Brown,James Brown
78,"""She'd Rather Be with Me""",The Turtles,The Turtles
79,"""98.6""",Keith,Keith
80,"""Here We Go Again""",Ray Charles,Ray Charles
81,"""White Rabbit""",Jefferson Airplane,Jefferson Airplane
82,"""Bernadette""",Four Tops,Four Tops
83,"""The Beat Goes On""",Sonny & Cher,Sonny & Cher
84,"""Snoopy Vs. The Red Baron""",The Royal Guardsmen,The Royal Guardsmen
85,"""Society's Child""",Janis Ian,Janis Ian
86,"""Girl, You'll Be a Woman Soon""",Neil Diamond,Neil Diamond
87,"""Ain't No Mountain High Enough""",Marvin Gaye & Tammi Terrell,Marvin Gaye;Tammi Terrell
88,"""I Take It Back""",Sandy Posey,Sandy Posey
89,"""Here Comes My Baby""",The Tremeloes,The Tremeloes
90,"""Everlasting Love""",Robert Knight,Robert Knight
91,"""I Dig Rock and Roll Music""","Peter, Paul and Mary","Peter, Paul and Mary"
92,"""Little Ole Man (Uptight, Everything's Alright)""",Bill Cosby,Bill Cosby
93,"""I Had Too Much to Dream (Last Night)""",The Electric Prunes,The Electric Prunes
94,"""Daydream Believer""",The Monkees,The Monkees
95,"""Baby I Need Your Lovin'""",Johnny Rivers,Johnny Rivers
96,"""Mirage""",Tommy James and the Shondells,Tommy James and the Shondells
97,"""Green, Green Grass of Home""",Tom Jones,Tom Jones
98,"""I Can See for Miles""",The Who,The Who
99,"""Don't Sleep in the Subway""",Petula Clark,Petula Clark
100,"""Thank the Lord for the Night Time""",Neil Diamond,Neil Diamond
