Rank,Title,Artist(s),Artists Separately
34,"""Damn I Wish I Was Your Lover""",Sophie B. Hawkins,Sophie B. Hawkins
35,"""Tell Me What You Want Me to Do""",Tevin Campbell,Tevin Campbell
36,"""Ain't 2 Proud 2 Beg""",TLC,TLC
37,"""It's So Hard to Say Goodbye to Yesterday""",Boyz II Men,Boyz II Men
38,"""Move This""",Technotronic featuring Ya Kid K,Technotronic;Ya Kid K
39,"""Bohemian Rhapsody""",Queen,Queen
40,"""Tennessee""",Arrested Development,Arrested Development
41,"""The Best Things in Life Are Free""",Luther Vandross and Janet Jackson,Luther Vandross;Janet Jackson
42,"""Make It Happen""",Mariah Carey,Mariah Carey
43,"""The One""",Elton John,Elton John
44,"""Set Adrift on Memory Bliss""",P.M. Dawn,P.M. Dawn
45,"""Stay""",Shakespears Sister,Shakespears Sister
46,"""2 Legit 2 Quit""",Hammer,Hammer
47,"""Please Don't Go""",KWS,KWS
48,"""Breakin' My Heart (Pretty Brown Eyes)""",Mint Condition,Mint Condition
49,"""Wishing on a Star""",The Cover Girls,The Cover Girls
50,"""She's Playing Hard to Get""",Hi-Five,Hi-Five
51,"""I'd Die Without You""",P.M. Dawn,P.M. Dawn
52,"""Good for Me""",Amy Grant,Amy Grant
53,"""All I Want""",Toad the Wet Sprocket,Toad the Wet Sprocket
54,"""When a Man Loves a Woman""",Michael Bolton,Michael Bolton
55,"""I Can't Dance""",Genesis,Genesis
56,"""Hazard""",Richard Marx,Richard Marx
57,"""Mysterious Ways""",U2,U2
58,"""Too Funky""",George Michael,George Michael
59,"""How Do You Talk to an Angel""",The Heights,The Heights
60,"""One""",U2,U2
61,"""Keep on Walkin'""",CeCe Peniston,CeCe Peniston
62,"""Hold on My Heart""",Genesis,Genesis
63,"""The Way I Feel About You""",Karyn White,Karyn White
64,"""Beauty and the Beast""",Celine Dion and Peabo Bryson,Celine Dion;Peabo Bryson
65,"""Warm It Up""",Kris Kross,Kris Kross
66,"""In the Closet""",Michael Jackson,Michael Jackson
67,"""People Everyday""",Arrested Development,Arrested Development
68,"""No Son of Mine""",Genesis,Genesis
69,"""Wildside""",Marky Mark and the Funky Bunch,Marky Mark and the Funky Bunch
70,"""Do I Have to Say the Words?""",Bryan Adams,Bryan Adams
71,"""Friday I'm in Love""",The Cure,The Cure
72,"""Everything About You""",Ugly Kid Joe,Ugly Kid Joe
73,"""Blowing Kisses in the Wind""",Paula Abdul,Paula Abdul
74,"""Thought I'd Died and Gone to Heaven""",Bryan Adams,Bryan Adams
75,"""Rhythm Is a Dancer""",Snap!,Snap!
76,"""Addams Groove""",Hammer,Hammer
77,"""Missing You Now""",Michael Bolton,Michael Bolton
78,"""Back to the Hotel""",N2Deep,N2Deep
79,"""Everything Changes""",Kathy Troccoli,Kathy Troccoli
80,"""Have You Ever Needed Someone So Bad""",Def Leppard,Def Leppard
81,"""Take This Heart""",Richard Marx,Richard Marx
82,"""When I Look Into Your Eyes""",FireHouse,FireHouse
83,"""I Wanna Love You""",Jade,Jade
84,"""Uhh Ahh""",Boyz II Men,Boyz II Men
85,"""Real Love""",Mary J. Blige,Mary J. Blige
86,"""Justified and Ancient""",The KLF,The KLF
87,"""Slow Motion""",Color Me Badd,Color Me Badd
88,"""What About Your Friends""",TLC,TLC
89,"""Thinkin' Back""",Color Me Badd,Color Me Badd
90,"""Would I Lie to You?""",Charles & Eddie,Charles & Eddie
91,"""That's What Love Is For""",Amy Grant,Amy Grant
92,"""Keep Coming Back""",Richard Marx,Richard Marx
93,"""Free Your Mind""",En Vogue,En Vogue
94,"""Keep It Comin'""",Keith Sweat,Keith Sweat
95,"""Just Take My Heart""",Mr. Big,Mr. Big
96,"""I Will Remember You""",Amy Grant,Amy Grant
97,"""We Got a Love Thang""",CeCe Peniston,CeCe Peniston
98,"""Let's Get Rocked""",Def Leppard,Def Leppard
99,"""They Want EFX""",Das EFX,Das EFX
100,"""I Can't Make You Love Me""",Bonnie Raitt,Bonnie Raitt
