Rank,Title,Artist(s),Artists Separately
56,"""Summertime Blues""",Blue Cheer,Blue Cheer
57,"""Ain't Nothing Like the Real Thing""",Marvin Gaye & Tammi Terrell,Marvin Gaye;Tammi Terrell
58,"""I Got the Feelin'""",James Brown,James Brown
59,"""I've Gotta Get a Message to You""",The Bee Gees,The Bee Gees
60,"""Lady Madonna""",The Beatles,The Beatles
61,"""Hurdy Gurdy Man""",Donovan,Donovan
62,"""Magic Carpet Ride""",Steppenwolf,Steppenwolf
63,"""Bottle of Wine""",The Fireballs,The Fireballs
64,"""Stay in My Corner""",The Dells,The Dells
65,"""Soul Serenade""",Willie Mitchell,Willie Mitchell
66,"""Delilah""",Tom Jones,Tom Jones
67,"""Nobody but Me""",The Human Beinz,The Human Beinz
68,"""I Thank You""",Sam & Dave,Sam & Dave
69,"""The Fool on the Hill""",Sérgio Mendes,Sérgio Mendes
70,"""Sky Pilot""",The Animals,The Animals
71,"""Indian Lake""",The Cowsills,The Cowsills
72,"""I Wonder What She's Doing Tonight""",Tommy Boyce & Bobby Hart,Tommy Boyce & Bobby Hart
73,"""Over You""",Gary Puckett & The Union Gap,Gary Puckett & The Union Gap
74,"""Goin' Out of My Head/Can't Take My Eyes Off You""",The Lettermen,The Lettermen
75,"""Shoo-Be-Doo-Be-Doo-Da-Day""",Stevie Wonder,Stevie Wonder
76,"""The Unicorn""",The Irish Rovers,The Irish Rovers
77,"""You Keep Me Hangin' On""",Vanilla Fudge,Vanilla Fudge
78,"""Revolution""",The Beatles,The Beatles
79,"""Woman, Woman""",Gary Puckett & The Union Gap,Gary Puckett & The Union Gap
80,"""Elenore""",The Turtles,The Turtles
81,"""White Room""",Cream,Cream
82,"""You're All I Need to Get By""",Marvin Gaye & Tammi Terrell,Marvin Gaye;Tammi Terrell
83,"""Baby, Now That I've Found You""",The Foundations,The Foundations
84,"""Sweet Inspiration""",The Sweet Inspirations,The Sweet Inspirations
85,"""If You Can Want""",Smokey Robinson and the Miracles,Smokey Robinson and the Miracles
86,"""Cab Driver""",The Mills Brothers,The Mills Brothers
87,"""Time Has Come Today""",The Chambers Brothers,The Chambers Brothers
88,"""Do You Know the Way to San Jose""",Dionne Warwick,Dionne Warwick
89,"""Scarborough Fair""",Simon & Garfunkel,Simon & Garfunkel
90,"""Say It Loud – I'm Black and I'm Proud""",James Brown,James Brown
91,"""The Mighty Quinn""",Manfred Mann,Manfred Mann
92,"""Here Comes the Judge""",Shorty Long,Shorty Long
93,"""I Say a Little Prayer""",Aretha Franklin,Aretha Franklin
94,"""Think""",Aretha Franklin,Aretha Franklin
95,"""Sealed with a Kiss""",Gary Lewis and the Playboys,Gary Lewis and the Playboys
96,"""Piece of My Heart""",Big Brother and the Holding Company,Big Brother and the Holding Company
97,"""Suzie Q.""",Creedence Clearwater Revival,Creedence Clearwater Revival
98,"""Bend Me, Shape Me""",The American Breed,The American Breed
99,"""Hey, Western Union Man""",Jerry Butler,
100,"""Never Give You Up""",Jerry Butler,Jerry Butler
