Rank,Title,Artist(s),Artists Separately
73,"""Cover Girl""",New Kids on the Block,New Kids on the Block
74,"""Welcome to the Jungle""",Guns N' Roses,Guns N' Roses
75,"""Shower Me With Your Love""",Surface,Surface
76,"""Stand""",R.E.M.,R.E.M.
77,"""Close My Eyes Forever""",Lita Ford and Ozzy Osbourne,Lita Ford;Ozzy Osbourne
78,"""All This Time""",Tiffany,Tiffany
79,"""After All""",Cher and Peter Cetera,Cher;Peter Cetera
80,"""Roni""",Bobby Brown,Bobby Brown
81,"""Love in an Elevator""",Aerosmith,Aerosmith
82,"""Lay Your Hands on Me""",Bon Jovi,Bon Jovi
83,"""The Promise""",When in Rome,When in Rome
84,"""What I Am""",Edie Brickell & New Bohemians,Edie Brickell & New Bohemians
85,"""I Remember Holding You""",Boys Club,Boys Club
86,"""Paradise City""",Guns N' Roses,Guns N' Roses
87,"""I Wanna Have Some Fun""",Samantha Fox,Samantha Fox
88,"""She Wants to Dance with Me""",Rick Astley,Rick Astley
89,"""Dreamin'""",Vanessa Williams,Vanessa Williams
90,"""It's No Crime""",Babyface,Babyface
91,"""Poison""",Alice Cooper,Alice Cooper
92,"""This Time I Know It's for Real""",Donna Summer,Donna Summer
93,"""Smooth Criminal""",Michael Jackson,Michael Jackson
94,"""Heaven Help Me""",Deon Estus,Deon Estus
95,"""Rock Wit'cha""",Bobby Brown,Bobby Brown
96,"""Thinking of You""",Sa-Fire,Sa-Fire
97,"""What You Don't Know""",Exposé,Exposé
98,"""Surrender To Me""",Ann Wilson and Robin Zander,Ann Wilson;Robin Zander
99,"""The End of the Innocence""",Don Henley,Don Henley
100,"""Keep on Movin'""",Soul II Soul,Soul II Soul
