Rank,Title,Artist(s),Artists Separately
1,"""Tik Tok""",Kesha,Kesha
2,"""Need You Now""",Lady Antebellum,Lady Antebellum
3,"""Hey, Soul Sister""",Train,Train
4,"""California Gurls""",Katy Perry featuring Snoop Dogg,Katy Perry;Snoop Dogg
5,"""OMG""",Usher featuring will.i.am,Usher;will.i.am
6,"""Airplanes""",B.o.B featuring Hayley Williams,B.o.B;Hayley Williams
7,"""Love the Way You Lie""",Eminem featuring Rihanna,Eminem;Rihanna
8,"""Bad Romance""",Lady Gaga,Lady Gaga
9,"""Dynamite""",Taio Cruz,Taio Cruz
10,"""Break Your Heart""",Taio Cruz featuring Ludacris,Taio Cruz;Ludacris
11,"""Nothin' on You""",B.o.B featuring Bruno Mars,B.o.B;Bruno Mars
12,"""I Like It""",Enrique Iglesias featuring Pitbull,Enrique Iglesias;Pitbull
13,"""BedRock""",Young Money featuring Lloyd,Young Money;Lloyd
14,"""In My Head""",Jason Derulo,Jason Derulo
15,"""Rude Boy""",Rihanna,Rihanna
16,"""Telephone""",Lady Gaga featuring Beyoncé,Lady Gaga;Beyoncé
17,"""Teenage Dream""",Katy Perry,Katy Perry
18,"""Just the Way You Are""",Bruno Mars,Bruno Mars
19,"""Cooler Than Me""",Mike Posner,Mike Posner
20,"""Imma Be""",The Black Eyed Peas,The Black Eyed Peas
21,"""Empire State of Mind""",Jay-Z featuring Alicia Keys,Jay-Z;Alicia Keys
22,"""DJ Got Us Fallin' in Love""",Usher featuring Pitbull,Usher;Pitbull
23,"""Billionaire""",Travie McCoy featuring Bruno Mars,Travie McCoy;Bruno Mars
24,"""Not Afraid""",Eminem,Eminem
25,"""Replay""",Iyaz,Iyaz
26,"""Sexy Bitch""",David Guetta featuring Akon,David Guetta;Akon
27,"""Breakeven""",The Script,The Script
28,"""Your Love Is My Drug""",Kesha,Kesha
29,"""I Gotta Feeling""",The Black Eyed Peas,The Black Eyed Peas
30,"""Fireflies""",Owl City,Owl City
31,"""Say Aah""",Trey Songz featuring Fabolous,Trey Songz;Fabolous
32,"""Find Your Love""",Drake,Drake
33,"""Alejandro""",Lady Gaga,Lady Gaga
34,"""Ridin' Solo""",Jason Derulo,Jason Derulo
35,"""Just a Dream""",Nelly,Nelly
36,"""How Low""",Ludacris,Ludacris
37,"""Like a G6""",Far East Movement featuring The Cataracs and Dev,Far East Movement;The Cataracs;Dev
38,"""Carry Out""",Timbaland featuring Justin Timberlake,Timbaland;Justin Timberlake
39,"""Haven't Met You Yet""",Michael Bublé,Michael Bublé
40,"""Club Can't Handle Me""",Flo Rida featuring David Guetta,Flo Rida;David Guetta
41,"""Down""",Jay Sean featuring Lil Wayne,Jay Sean;Lil Wayne
42,"""Bulletproof""",La Roux,La Roux
43,"""Whatcha Say""",Jason Derulo,Jason Derulo
44,"""Baby""",Justin Bieber featuring Ludacris,Justin Bieber;Ludacris
45,"""Whataya Want from Me""",Adam Lambert,Adam Lambert
46,"""Mine""",Taylor Swift,Taylor Swift
47,"""Only Girl (In the World)""",Rihanna,Rihanna
48,"""Live Like We're Dying""",Kris Allen,Kris Allen
49,"""Hard""",Rihanna featuring Jeezy,Rihanna;Jeezy
50,"""Young Forever""",Jay-Z featuring Mr Hudson,Jay-Z;Mr Hudson
51,"""Blah Blah Blah""",Kesha featuring 3OH!3,Kesha;3OH!3
52,"""Bottoms Up""",Trey Songz featuring Nicki Minaj,Trey Songz;Nicki Minaj
53,"""Do You Remember""",Jay Sean featuring Sean Paul and Lil Jon,Jay Sean;Sean Paul;Lil Jon
54,"""All the Right Moves""",OneRepublic,OneRepublic
55,"""According to You""",Orianthi,Orianthi
56,"""My Chick Bad""",Ludacris featuring Nicki Minaj,Ludacris;Nicki Minaj
57,"""You Belong with Me""",Taylor Swift,Taylor Swift
58,"""Meet Me Halfway""",The Black Eyed Peas,The Black Eyed Peas
59,"""Take It Off""",Kesha,Kesha
60,"""Over""",Drake,Drake
61,"""Animal""",Neon Trees,Neon Trees
62,"""Misery""",Maroon 5,Maroon 5
63,"""Magic""",B.o.B featuring Rivers Cuomo,B.o.B;Rivers Cuomo
64,"""Paparazzi""",Lady Gaga,Lady Gaga
65,"""Tie Me Down""",New Boyz featuring Ray J,New Boyz;Ray J
66,"""Your Love""",Nicki Minaj,Nicki Minaj
67,"""Party in the U.S.A.""",Miley Cyrus,Miley Cyrus
68,"""Deuces""",Chris Brown featuring Tyga and Kevin McCall,Chris Brown;Tyga;Kevin McCall
69,"""3""",Britney Spears,Britney Spears
70,"""Impossible""",Shontelle,Shontelle
71,"""Forever""","Drake featuring Kanye West, Lil Wayne and Eminem",Drake;Kanye West;Lil Wayne;Eminem
72,"""Two Is Better Than One""",Boys Like Girls featuring Taylor Swift,Boys Like Girls;Taylor Swift
73,"""My First Kiss""",3OH!3 featuring Kesha,3OH!3;Kesha
74,"""Already Gone""",Kelly Clarkson,Kelly Clarkson
75,"""Rock That Body""",The Black Eyed Peas,The Black Eyed Peas
76,"""Secrets""",OneRepublic,OneRepublic
77,"""Naturally""",Selena Gomez & the Scene,Selena Gomez & the Scene
78,"""Un-Thinkable (I'm Ready)""",Alicia Keys,Alicia Keys
79,"""All I Do Is Win""","DJ Khaled featuring T-Pain, Ludacris, Snoop Dogg and Rick Ross",DJ Khaled;T-Pain;Ludacris;Snoop Dogg;Rick Ross
80,"""I Made It (Cash Money Heroes)""","Kevin Rudolf featuring Birdman, Jay Sean and Lil Wayne",Kevin Rudolf;Birdman;Jay Sean;Lil Wayne
81,"""Stuck Like Glue""",Sugarland,Sugarland
82,"""Hey Daddy (Daddy's Home)""",Usher featuring Plies,Usher;Plies
83,"""There Goes My Baby""",Usher,Usher
84,"""Today Was a Fairytale""",Taylor Swift,Taylor Swift
85,"""Say Something""",Timbaland featuring Drake,Timbaland;Drake
86,"""Sweet Dreams""",Beyoncé,Beyoncé
87,"""Use Somebody""",Kings of Leon,Kings of Leon
88,"""Undo It""",Carrie Underwood,Carrie Underwood
89,"""Eenie Meenie""",Sean Kingston and Justin Bieber,Sean Kingston;Justin Bieber
90,"""Right Above It""",Lil Wayne featuring Drake,Lil Wayne;Drake
91,"""The House That Built Me""",Miranda Lambert,Miranda Lambert
92,"""If I Die Young""",The Band Perry,The Band Perry
93,"""The Only Exception""",Paramore,Paramore
94,"""American Honey""",Lady Antebellum,Lady Antebellum
95,"""King of Anything""",Sara Bareilles,Sara Bareilles
96,"""Life After You""",Daughtry,Daughtry
97,"""Smile""",Uncle Kracker,Uncle Kracker
98,"""Teach Me How to Dougie""",Cali Swag District,Cali Swag District
99,"""Try Sleeping with a Broken Heart""",Alicia Keys,Alicia Keys
100,"""Lover, Lover""",Jerrod Niemann,Jerrod Niemann
