Rank,Title,Artist(s),Artists Separately
1,"""(Everything I Do) I Do It for You""",Bryan Adams,Bryan Adams
2,"""I Wanna Sex You Up""",Color Me Badd,Color Me Badd
3,"""Gonna Make You Sweat (Everybody Dance Now)""",C+C Music Factory,C+C Music Factory
4,"""Rush Rush""",Paula Abdul,Paula Abdul
5,"""One More Try""",Timmy T,Timmy T
6,"""Unbelievable""",EMF,EMF
7,"""More Than Words""",Extreme,Extreme
8,"""I Like the Way (The Kissing Game)""",Hi-Five,Hi-Five
9,"""The First Time""",Surface,Surface
10,"""Baby Baby""",Amy Grant,Amy Grant
11,"""Motownphilly""",Boyz II Men,Boyz II Men
12,"""Because I Love You (The Postman Song)""",Stevie B,Stevie B
13,"""Someday""",Mariah Carey,Mariah Carey
14,"""High Enough""",Damn Yankees,Damn Yankees
15,"""From a Distance""",Bette Midler,Bette Midler
16,"""All the Man That I Need""",Whitney Houston,Whitney Houston
17,"""Right Here, Right Now""",Jesus Jones,Jesus Jones
18,"""I Adore Mi Amor""",Color Me Badd,Color Me Badd
19,"""Love Will Never Do (Without You)""",Janet Jackson,Janet Jackson
20,"""Good Vibrations""",Marky Mark and the Funky Bunch featuring Loleatta Holloway,Marky Mark and the Funky Bunch;Loleatta Holloway
21,"""Justify My Love""",Madonna,Madonna
22,"""Emotions""",Mariah Carey,Mariah Carey
23,"""Joyride""",Roxette,Roxette
24,"""Romantic""",Karyn White,Karyn White
25,"""Hold You Tight""",Tara Kemp,Tara Kemp
26,"""I Don't Wanna Cry""",Mariah Carey,Mariah Carey
27,"""You're in Love""",Wilson Phillips,Wilson Phillips
28,"""Every Heartbeat""",Amy Grant,Amy Grant
29,"""Sensitivity""",Ralph Tresvant,Ralph Tresvant
30,"""Touch Me (All Night Long)""",Cathy Dennis,Cathy Dennis
31,"""I've Been Thinking About You""",Londonbeat,Londonbeat
32,"""Do Anything""",Natural Selection,Natural Selection
33,"""Losing My Religion""",R.E.M.,R.E.M.
34,"""Coming Out of the Dark""",Gloria Estefan,Gloria Estefan
35,"""It Ain't Over 'til It's Over""",Lenny Kravitz,Lenny Kravitz
36,"""Here We Go""",C+C Music Factory,C+C Music Factory
37,"""Where Does My Heart Beat Now""",Celine Dion,Celine Dion
38,"""Summertime""",DJ Jazzy Jeff & The Fresh Prince,DJ Jazzy Jeff & The Fresh Prince
39,"""Wind of Change""",Scorpions,Scorpions
40,"""P.A.S.S.I.O.N.""",Rythm Syndicate,Rythm Syndicate
41,"""The Promise of a New Day""",Paula Abdul,Paula Abdul
42,"""I'm Your Baby Tonight""",Whitney Houston,Whitney Houston
43,"""Love of a Lifetime""",FireHouse,FireHouse
44,"""Fading Like a Flower (Every Time You Leave)""",Roxette,Roxette
45,"""This House""",Tracie Spencer,Tracie Spencer
46,"""Hole Hearted""",Extreme,Extreme
47,"""Power of Love/Love Power""",Luther Vandross,Luther Vandross
48,"""Impulsive""",Wilson Phillips,Wilson Phillips
49,"""Love Is a Wonderful Thing""",Michael Bolton,Michael Bolton
50,"""Rhythm of My Heart""",Rod Stewart,Rod Stewart
51,"""Things That Make You Go Hmmm...""",C+C Music Factory,C+C Music Factory
52,"""I Touch Myself""",Divinyls,Divinyls
53,"""Tom's Diner""",DNA featuring Suzanne Vega,DNA;Suzanne Vega
54,"""Iesha""",Another Bad Creation,Another Bad Creation
55,"""Something to Talk About""",Bonnie Raitt,Bonnie Raitt
56,"""After the Rain""",Nelson,Nelson
57,"""Play That Funky Music""",Vanilla Ice,Vanilla Ice
58,"""Temptation""",Corina,Corina
59,"""Can't Stop This Thing We Started""",Bryan Adams,Bryan Adams
60,"""I Can't Wait Another Minute""",Hi-Five,Hi-Five
61,"""3 a.m. Eternal""",The KLF,The KLF
62,"""Time, Love and Tenderness""",Michael Bolton,Michael Bolton
63,"""Sadeness (Part I)""",Enigma,Enigma
64,"""Around the Way Girl""",LL Cool J,LL Cool J
65,"""I'll Be There""",The Escape Club,The Escape Club
66,"""Cream""",Prince and The New Power Generation,Prince;The New Power Generation
